state,account_length,area_code,phone_number,intl_plan,voice_mail_plan,total_day_calls,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churned
TX,114,415, 342-1099,no,no,118,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,False
KS,92,408, 386-4170,yes,no,111,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,True
UT,59,510, 413-1269,no,no,79,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,False
MN,24,510, 396-4460,no,yes,110,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,False
IL,151,408, 334-2730,no,no,88,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,False
NM,117,415, 340-3182,no,no,103,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,False
SC,78,510, 377-8608,no,no,110,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,False
NC,155,408, 417-3676,no,no,55,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,False
WV,114,510, 417-6774,no,yes,79,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,False
RI,114,510, 411-9554,no,yes,94,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,False
NH,119,408, 420-3192,no,no,89,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,False
MO,64,510, 389-1475,no,yes,104,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,False
MA,118,408, 343-7734,yes,no,123,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,False
PA,101,415, 410-3390,no,no,105,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,False
OK,117,415, 344-6495,no,no,121,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,False
AL,49,415, 331-6229,no,yes,78,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,False
WY,139,415, 337-7501,no,no,104,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,False
PA,92,408, 339-9631,no,yes,90,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,False
WA,83,415, 369-4384,no,no,103,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,False
HI,148,510, 416-3915,yes,no,88,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,False
SD,144,408, 339-3049,no,yes,96,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,True
AL,131,415, 361-7998,no,yes,85,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,False
VT,146,510, 355-4842,yes,no,135,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,False
MT,143,415, 387-6440,no,no,97,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,False
MN,81,415, 369-2625,no,no,93,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,False
AK,48,415, 389-7073,no,yes,115,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,False
MI,86,415, 370-8463,no,yes,74,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,False
DE,71,415, 362-7318,no,no,108,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,False
SD,145,408, 412-1194,no,yes,90,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,False
MI,137,510, 355-9508,no,no,122,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,False
KS,137,408, 352-8202,no,no,88,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,False
AL,167,510, 335-5882,no,no,88,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,False
OK,89,510, 352-6976,no,no,95,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,True
CT,199,415, 393-6733,no,yes,121,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,False
NE,132,510, 335-1838,no,no,110,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,False
WI,94,510, 355-6930,no,no,112,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,False
CT,96,415, 387-5860,no,yes,93,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,True
WI,96,510, 343-2605,no,yes,86,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,False
IN,166,510, 350-6759,no,no,115,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,False
DC,74,415, 371-1514,no,no,83,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,False
AR,36,415, 346-9317,no,no,117,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,False
ME,113,415, 398-4313,no,no,129,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,False
MN,94,415, 412-4399,no,no,98,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,False
MD,67,415, 330-1835,no,no,80,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,False
FL,127,415, 416-1676,no,no,106,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,True
RI,121,408, 329-7347,no,no,108,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0,True
IA,158,415, 360-6868,no,no,106,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,False
AZ,136,510, 405-6641,no,no,117,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,False
MO,196,415, 393-2373,no,no,109,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,False
VT,113,415, 419-1714,no,no,111,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,True
IN,122,408, 336-3819,no,no,99,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,True
RI,112,510, 341-3464,no,no,101,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,False
SD,209,415, 413-5310,no,no,128,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,False
MN,62,415, 366-7912,no,no,109,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,True
TX,110,415, 399-8845,no,yes,102,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,False
VA,16,510, 368-2583,no,no,69,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,False
MA,73,408, 360-6309,no,no,136,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,False
ID,128,408, 359-5890,no,no,99,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,False
MA,39,408, 332-2462,no,no,158,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,False
GA,103,415, 381-9196,no,yes,105,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,False
RI,119,415, 329-3222,no,yes,66,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,False
ID,173,510, 363-5819,no,yes,96,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,False
SD,128,510, 413-9269,yes,yes,81,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,True
MA,86,510, 330-7483,no,no,79,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,False
WY,114,415, 403-7775,no,yes,79,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,False
VA,104,408, 360-2479,no,no,107,256.9,113,21.84,234.9,74,10.57,10.0,3,2.7,0,False
OR,148,415, 394-3791,no,no,134,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,False
VA,129,408, 384-2632,no,no,91,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,False
ME,100,510, 359-8466,no,yes,104,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,False
AL,121,408, 331-8909,no,yes,95,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,False
GA,143,408, 359-5160,no,yes,109,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,False
IA,76,510, 330-9833,no,no,130,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,False
AZ,158,510, 362-2314,no,no,97,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,False
FL,116,510, 338-8478,no,no,98,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,False
MT,54,415, 387-5453,no,no,83,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,True
AL,86,415, 380-3437,no,no,121,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,True
DE,108,510, 365-8779,no,no,99,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,False
MT,66,510, 407-2750,no,no,95,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,False
KY,151,408, 396-8265,no,yes,97,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,False
SC,99,510, 397-4304,no,no,70,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,False
WA,55,415, 333-2611,no,no,121,176.6,110,15.01,302.8,136,13.63,7.0,7,1.89,2,False
OR,77,510, 409-8814,no,no,104,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,False
AK,78,408, 336-5406,no,no,67,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,False
GA,89,415, 343-6940,no,no,63,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,True
MN,101,415, 361-9923,no,no,115,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,False
IL,44,415, 350-6639,no,yes,105,161.7,85,13.74,227.7,62,10.25,14.0,7,3.78,0,False
IN,98,408, 376-4300,no,yes,98,176.1,86,14.97,244.8,84,11.02,0.0,0,0.0,2,False
SC,64,510, 349-6567,no,yes,92,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,False
VA,141,415, 333-7749,no,no,131,179.2,120,15.23,135.0,119,6.08,7.2,8,1.94,3,False
WI,81,415, 408-6089,no,yes,117,123.0,90,10.46,261.3,101,11.76,12.2,5,3.29,1,False
VT,162,510, 375-2165,no,no,117,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,False
AZ,83,415, 400-6999,no,yes,122,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,False
FL,100,510, 420-7823,no,no,63,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,True
AK,59,510, 366-5241,no,no,104,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,False
AR,179,415, 413-3412,yes,yes,78,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,False
AR,79,408, 406-2752,no,no,112,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,False
AK,117,415, 337-8078,no,no,95,205.1,88,17.43,204.0,82,9.18,14.7,9,3.97,2,False
MS,64,408, 402-1942,yes,no,77,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,True
ME,31,415, 371-7917,no,no,105,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,False
CA,124,408, 343-6374,yes,no,89,188.8,80,16.05,206.0,114,9.27,11.3,4,3.05,1,False
NM,122,408, 385-8730,no,yes,85,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,False
NE,37,408, 393-7892,yes,yes,122,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,False
SC,90,408, 407-6748,no,yes,109,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,False
CO,159,408, 341-4463,yes,no,53,312.2,127,26.54,183.0,82,8.24,8.8,6,2.38,1,True
DE,148,415, 351-2587,no,no,83,179.7,81,15.27,253.0,99,11.39,11.3,6,3.05,0,False
OH,39,415, 421-9752,no,yes,121,232.3,113,19.75,222.1,131,9.99,12.0,5,3.24,1,False
MS,77,408, 356-4001,no,no,87,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,False
OK,194,408, 328-9869,no,no,88,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,False
CO,154,415, 343-5709,no,no,75,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,True
NC,112,415, 334-1872,no,no,96,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,False
MD,45,415, 350-1040,no,no,127,253.4,108,21.54,255.0,100,11.48,18.0,3,4.86,1,False
KS,132,415, 369-3214,no,no,110,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,False
MA,128,415, 385-6778,no,no,99,267.8,120,22.76,164.9,76,7.42,16.0,2,4.32,0,False
NC,135,415, 383-7689,no,no,81,225.0,114,19.13,204.4,82,9.2,10.3,6,2.78,1,False
NM,56,408, 385-5722,no,no,110,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,False
CA,151,415, 357-1909,yes,no,57,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,True
NY,32,415, 364-3567,no,no,98,229.9,96,19.54,167.3,108,7.53,14.8,2,4.0,2,False
AZ,90,415, 422-4241,no,no,77,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,False
SD,87,415, 370-2957,no,yes,113,180.0,114,15.3,134.5,82,6.05,10.6,5,2.86,0,False
DC,138,415, 329-6562,no,no,87,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,False
ND,79,408, 363-3515,no,no,123,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,False
MO,95,415, 374-7787,yes,no,84,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,True
KS,127,415, 345-2931,no,no,100,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,False
SD,137,510, 373-5732,no,no,118,191.0,93,16.24,218.6,50,9.84,14.7,2,3.97,3,False
OK,97,415, 348-7437,no,no,107,155.4,96,13.21,240.0,112,10.8,14.7,4,3.97,1,False
OR,149,415, 332-9460,yes,no,87,145.0,81,12.33,249.5,92,11.23,5.7,4,1.54,0,False
IN,117,415, 355-6531,yes,yes,82,322.7,82,27.43,225.6,120,10.15,3.7,5,1.0,1,False
OH,84,408, 336-9390,no,no,125,247.1,90,21.0,187.9,82,8.46,7.2,4,1.94,2,False
KS,137,415, 346-8581,no,no,113,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,False
CT,99,415, 363-8824,no,no,64,274.0,99,23.29,321.3,98,14.46,8.9,1,2.4,3,False
NH,54,510, 353-3351,no,no,102,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,False
WI,85,415, 360-4320,no,no,95,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,False
MS,150,510, 417-6252,no,no,99,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,False
WV,43,415, 393-4949,no,no,125,243.8,89,20.72,214.7,102,9.66,11.1,2,3.0,1,False
MA,35,415, 401-3156,no,no,129,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,False
MD,98,415, 338-6283,no,no,92,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,False
PA,112,510, 352-9017,no,no,76,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,False
WI,16,510, 405-5305,no,no,78,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,True
TN,98,415, 376-9249,no,yes,89,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,False
TX,84,408, 339-7139,no,no,102,199.0,93,16.92,204.1,137,9.18,7.8,4,2.11,0,False
OR,94,415, 328-6011,no,no,103,279.3,109,23.74,234.2,121,10.54,2.0,2,0.54,1,True
IL,84,510, 378-1303,no,no,129,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,False
DC,66,415, 402-5155,no,no,91,230.0,68,19.55,191.7,118,8.63,10.6,5,2.86,1,True
GA,98,415, 333-5430,no,yes,105,218.9,98,18.61,226.7,110,10.2,12.0,1,3.24,1,False
ID,74,415, 365-9696,no,no,124,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,False
UT,96,408, 410-4023,no,yes,108,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,False
KY,119,510, 411-7649,no,no,122,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,False
OH,73,415, 338-4065,no,no,80,242.0,115,20.57,201.4,100,9.06,7.5,3,2.03,4,False
WI,92,415, 421-9401,yes,no,91,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,False
IL,21,415, 343-9658,no,no,78,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,False
DE,122,510, 332-5521,no,no,134,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,True
RI,133,510, 349-4369,yes,no,108,251.3,81,21.36,135.0,88,6.08,10.3,3,2.78,1,False
TX,145,415, 351-4288,no,no,110,197.0,117,16.75,167.0,108,7.52,4.8,4,1.3,2,False
OR,25,408, 422-5874,no,no,90,141.2,72,12.0,203.0,99,9.14,8.4,5,2.27,2,False
NV,64,415, 396-2324,no,no,80,186.2,90,15.83,189.0,92,8.5,10.4,6,2.81,2,False
NE,85,415, 416-5662,no,no,85,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,False
MS,126,415, 363-9663,no,no,112,199.5,90,16.96,188.3,122,8.47,7.0,5,1.89,3,False
OR,76,415, 410-9477,no,no,77,124.0,87,10.54,219.4,92,9.87,10.0,3,2.7,0,False
DE,113,415, 352-4418,no,no,47,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,True
DE,224,510, 361-6563,yes,no,99,160.0,103,13.6,212.4,102,9.56,5.0,2,1.35,1,True
AZ,117,408, 417-4404,no,no,84,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,False
SD,128,408, 372-8048,no,yes,73,194.8,79,16.56,239.3,81,10.77,16.0,6,4.32,1,False
NV,115,415, 356-3646,no,no,98,327.0,73,27.8,212.5,106,9.56,7.5,6,2.03,2,False
NM,141,415, 351-9604,no,yes,126,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,False
MN,51,510, 355-9581,no,no,114,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,False
NJ,100,415, 396-5189,no,no,122,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,False
IN,96,415, 356-9187,no,yes,124,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,False
DC,112,415, 394-5537,no,yes,110,130.2,123,11.07,200.0,108,9.0,11.3,3,3.05,1,False
MA,129,510, 408-2712,yes,no,131,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1,False
ME,163,415, 404-4486,no,no,129,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,False
NH,67,415, 355-1113,no,yes,65,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,False
AZ,140,408, 411-4674,no,no,91,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02,3,False
OR,49,510, 376-4519,no,no,69,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,False
KS,46,510, 365-5979,no,no,100,260.6,90,22.15,195.0,104,8.78,13.3,2,3.59,2,True
NE,148,415, 382-2879,no,no,98,282.6,110,24.02,181.0,98,8.15,11.4,4,3.08,1,False
MI,112,510, 420-1383,no,no,77,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,False
SC,78,415, 411-7390,no,no,106,175.3,101,14.9,155.6,125,7.0,11.8,5,3.19,2,False
PA,61,408, 383-8848,no,yes,101,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,False
MT,58,510, 387-9301,no,yes,80,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,False
NM,155,415, 399-3164,no,no,123,301.3,96,25.61,214.6,134,9.66,8.0,3,2.16,1,False
OH,100,510, 385-8997,no,no,76,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,True
WY,113,510, 352-6573,no,no,93,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,False
MI,81,415, 408-3384,no,no,99,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,2,False
AR,135,510, 419-6033,no,yes,141,154.0,99,13.09,245.8,112,11.06,12.3,6,3.32,1,False
FL,99,408, 336-2090,no,no,93,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,False
AR,59,510, 343-7242,no,yes,114,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,False
MO,135,510, 376-1713,no,no,129,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,False
WI,85,408, 381-5878,yes,no,107,196.0,126,16.66,349.2,110,15.71,9.6,7,2.59,2,False
TX,70,510, 390-5470,no,no,103,257.2,106,21.86,208.3,86,9.37,11.1,6,3.0,0,False
TX,88,510, 414-4803,no,no,116,236.0,138,20.06,179.1,110,8.06,9.6,4,2.59,3,False
NM,55,510, 382-5478,no,no,100,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,False
GA,75,415, 333-7637,no,no,114,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1,False
ID,79,510, 341-1647,no,yes,79,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,False
AL,85,408, 411-4232,no,no,107,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,0,False
KS,86,408, 339-2616,no,yes,107,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,False
SD,91,510, 327-3850,no,no,115,245.3,105,20.85,260.0,94,11.7,8.3,3,2.24,0,False
LA,149,415, 328-7209,no,yes,77,274.0,88,23.29,190.7,76,8.58,14.3,9,3.86,1,False
OH,97,408, 405-6189,no,no,125,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1,True
MA,88,415, 418-6737,no,no,124,245.4,112,20.86,160.5,115,7.22,14.8,2,4.0,1,True
AZ,60,415, 366-2212,no,no,88,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51,2,False
KY,54,408, 356-1420,no,no,99,264.0,64,22.44,115.7,70,5.21,9.7,7,2.62,2,False
DC,11,415, 343-1323,no,yes,86,220.1,122,18.71,180.3,80,8.11,6.0,3,1.62,3,False
WA,109,415, 361-8239,no,no,120,120.4,119,10.23,153.7,86,6.92,11.0,3,2.97,0,False
UT,90,415, 384-1621,no,no,128,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,False
RI,115,408, 360-3525,no,no,109,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59,3,False
OH,144,415, 392-3813,no,yes,109,108.1,113,9.19,208.4,111,9.38,10.1,5,2.73,1,False
NV,91,408, 337-6898,no,no,75,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,False
ND,105,415, 366-8036,no,yes,85,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,False
NV,71,415, 352-8327,yes,no,113,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,True
FL,132,510, 334-9505,no,yes,103,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,True
MD,112,415, 336-5702,no,no,103,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,False
AZ,86,415, 392-2381,no,yes,163,166.7,121,14.17,244.9,105,11.02,11.1,5,3.0,3,False
AL,41,510, 369-6880,no,yes,63,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2,False
NE,44,415, 416-8697,no,no,146,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,False
NV,78,408, 345-3451,no,no,116,248.7,87,21.14,176.0,83,7.92,9.5,6,2.57,3,False
IL,149,408, 379-2514,no,no,117,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,False
WV,72,510, 418-6651,no,yes,59,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4,True
MI,139,415, 421-3528,no,yes,101,235.1,132,19.98,162.8,132,7.33,14.8,12,4.0,0,False
AR,74,510, 329-9046,no,no,111,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,False
UT,50,510, 406-3890,no,no,106,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,False
GA,141,510, 403-8904,no,yes,112,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,False
AZ,140,408, 393-4086,no,no,134,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,False
ID,99,408, 400-1367,no,no,102,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2,False
HI,166,408, 377-9473,no,no,108,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1,False
NV,124,408, 396-3068,no,no,123,187.4,104,15.93,255.4,93,11.49,5.3,3,1.43,1,False
MD,74,415, 331-9293,no,no,116,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,False
GA,117,510, 347-1914,no,no,95,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,False
GA,85,510, 395-1962,no,no,132,231.5,101,19.68,223.5,75,10.06,11.0,2,2.97,3,False
UT,36,415, 401-5485,no,yes,111,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,False
MA,102,510, 355-6560,yes,no,103,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0,False
IN,76,415, 363-3911,no,no,100,292.6,139,24.87,244.3,105,10.99,10.5,2,2.84,0,False
VT,165,510, 345-1998,no,no,126,209.8,65,17.83,228.4,126,10.28,0.0,0,0.0,1,False
IA,130,415, 361-5277,no,no,119,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,1,False
IN,78,415, 376-7145,no,no,119,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,0,False
AL,55,415, 375-2975,yes,no,91,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,True
ME,92,415, 376-8573,yes,no,113,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,True
RI,129,415, 366-7360,no,yes,104,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59,2,False
MD,18,408, 347-7898,no,no,93,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,1,False
FL,161,415, 390-7328,yes,no,114,180.3,63,15.33,179.6,115,8.08,11.1,9,3.0,2,False
CA,93,415, 356-5491,no,yes,134,178.6,102,15.18,126.8,82,5.71,8.0,4,2.16,2,False
AL,144,415, 373-3251,no,no,93,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,False
ME,75,408, 343-1965,yes,no,61,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,True
WV,95,415, 378-8019,no,no,91,244.4,109,20.77,75.8,95,3.41,7.5,2,2.03,1,False
SD,126,415, 386-1548,no,yes,102,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3,False
FL,124,415, 397-1649,no,yes,104,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,False
MI,93,415, 366-7247,yes,no,61,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1,True
MI,109,415, 402-9691,yes,yes,138,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,False
NM,80,510, 334-9806,no,no,97,154.9,98,13.17,263.6,82,11.86,12.4,12,3.35,0,False
AK,41,415, 378-7733,no,no,66,125.9,75,10.7,261.9,76,11.79,11.1,5,3.0,1,False
OH,136,415, 407-2248,no,yes,88,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,False
MO,92,415, 405-3916,no,no,122,329.8,88,28.03,288.0,117,12.96,5.6,2,1.51,3,True
KS,143,408, 407-2081,no,yes,69,222.0,116,18.87,234.9,138,10.57,11.6,5,3.13,1,False
MS,118,415, 397-9148,no,yes,114,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,True
VT,193,408, 415-4857,no,yes,102,202.9,81,17.25,205.1,129,9.23,12.3,3,3.32,1,False
NE,73,415, 354-7314,no,no,94,279.3,101,23.74,146.2,87,6.58,14.8,8,4.0,3,False
VA,62,408, 346-5611,no,no,101,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,2,False
DE,30,415, 349-4703,no,yes,74,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,0,False
AL,60,408, 411-7778,yes,yes,113,215.8,94,18.34,108.1,82,4.86,14.0,12,3.78,0,True
ID,148,510, 421-1469,no,yes,137,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73,1,False
